drug_internal_id,drug_id,drug_name,warning_type,warning_class,warning_description,efo_id,efo_term,warning_year,warning_country
8062,CHEMBL428647,PACLITAXEL,Black Box Warning,dermatological toxicity,,,,,United States
8062,CHEMBL428647,PACLITAXEL,Black Box Warning,vascular toxicity,,,,,United States
2335035,CHEMBL4297064,MILNACIPRAN HYDROCHLORIDE,Black Box Warning,psychiatric toxicity,,,,,United States
2335059,CHEMBL4297088,CHLORHEXIDINE GLUCONATE,Withdrawn,dermatological toxicity,associated with chemical and thermal burns,EFO:0009503,caustic injury,1984.0,United States
2335059,CHEMBL4297088,CHLORHEXIDINE GLUCONATE,Withdrawn,dermatological toxicity,associated with chemical and thermal burns,EFO:0020910,thermal burn,1984.0,United States
2335062,CHEMBL4297091,CODEINE SULFATE,Black Box Warning,respiratory toxicity,,,,,United States
2335062,CHEMBL4297091,CODEINE SULFATE,Black Box Warning,misuse,,,,,United States
2335118,CHEMBL4297147,HALOPERIDOL LACTATE,Black Box Warning,psychiatric toxicity,,,,,United States
2335118,CHEMBL4297147,HALOPERIDOL LACTATE,Black Box Warning,,,,,,United States
2335187,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Black Box Warning,gastrointestinal toxicity,,,,,United States
2335200,CHEMBL4297229,PRABOTULINUMTOXIN A,Black Box Warning,,,,,,United States
2335488,CHEMBL4297517,MAVACAMTEN,Black Box Warning,cardiotoxicity,,,,,United States
2335505,CHEMBL4297534,GLASDEGIB MALEATE,Black Box Warning,,,,,,United States
2335505,CHEMBL4297534,GLASDEGIB MALEATE,Black Box Warning,teratogenicity,,,,,United States
2335508,CHEMBL4297537,INOTERSEN SODIUM,Black Box Warning,,,,,,United States
2335544,CHEMBL4297573,TAGRAXOFUSP,Black Box Warning,nephrotoxicity,,,,,United States
2335581,CHEMBL4297610,OLUTASIDENIB,Black Box Warning,cardiotoxicity,,,,,United States
2335581,CHEMBL4297610,OLUTASIDENIB,Black Box Warning,carcinogenicity,,,,,United States
2335605,CHEMBL4297634,GADOPICLENOL,Black Box Warning,dermatological toxicity,,,,,United States
2335705,CHEMBL4297734,CRIZANLIZUMAB,Withdrawn,,higher rate of severe and serious treatment-related side effects for Adakveo compared with placebo,EFO:0009658,adverse effect,2023.0,United Kingdom; European Union
2335705,CHEMBL4297734,CRIZANLIZUMAB,Withdrawn,,"benefit-risk balance of Adakveo is no longer considered favourable (No new safety concerns were identified. However, there were higher rates of grade ≥3 treatment related adverse events as well as of serious related adverse events for crizanlizumab compared to placebo.)",EFO:0009658,adverse effect,2023.0,United Kingdom; European Union
2335759,CHEMBL4297788,MOSUNETUZUMAB,Black Box Warning,immune system toxicity,,,,,United States
2335772,CHEMBL4297801,PEGUNIGALSIDASE ALFA,Black Box Warning,immune system toxicity,,,,,United States
2335772,CHEMBL4297801,PEGUNIGALSIDASE ALFA,Black Box Warning,neurotoxicity,,,,,United States
2335773,CHEMBL4297802,PEGVALIASE,Black Box Warning,,,,,,United States
2335780,CHEMBL4297809,ELRANATAMAB,Black Box Warning,,,,,,United States
2335810,CHEMBL4297839,TIRZEPATIDE,Black Box Warning,carcinogenicity,,,,,United States
2335812,CHEMBL4297841,TISOTUMAB VEDOTIN,Black Box Warning,nephrotoxicity,,,,,United States
2335815,CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Black Box Warning,gastrointestinal toxicity,,,,,United States
2335815,CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Black Box Warning,teratogenicity,,,,,United States
2335833,CHEMBL4297862,BOTULINUM TOXIN TYPE A,Black Box Warning,hepatotoxicity,,,,,United States
2335833,CHEMBL4297862,BOTULINUM TOXIN TYPE A,Black Box Warning,,,,,,United States
2335955,CHEMBL4297984,NAXITAMAB,Black Box Warning,vascular toxicity,,,,,United States
2335961,CHEMBL4297990,TEBENTAFUSP,Black Box Warning,,,,,,United States
2336057,CHEMBL4298086,POZELIMAB,Black Box Warning,infectious disease,,,,,United States
2336057,CHEMBL4298086,POZELIMAB,Black Box Warning,neurotoxicity,,,,,United States
2336063,CHEMBL4298092,GLOFITAMAB,Black Box Warning,immune system toxicity,,,,,United States
2336139,CHEMBL4298168,IBREXAFUNGERP CITRATE,Black Box Warning,teratogenicity,,,,,United States
2336151,CHEMBL4298180,DARVADSTROCEL,Withdrawn,,clinical benefit of Alofisel is no longer demonstrated and therefore it would not outweigh the risks associated with its use,EFO:0020002,lack of efficacy,2024.0,European Union
2336170,CHEMBL4298199,IDECABTAGENE VICLEUCEL,Black Box Warning,musculoskeletal toxicity,,,,,United States
2336170,CHEMBL4298199,IDECABTAGENE VICLEUCEL,Black Box Warning,hepatotoxicity,,,,,United States
2336170,CHEMBL4298199,IDECABTAGENE VICLEUCEL,Black Box Warning,hematological toxicity,,,,,United States
2336171,CHEMBL4298200,LIFILEUCEL,Black Box Warning,,,,,,United States
2336180,CHEMBL4298209,BELANTAMAB MAFODOTIN,Black Box Warning,,,,,,United States
2336180,CHEMBL4298209,BELANTAMAB MAFODOTIN,Withdrawn,,negative benefit risk balance,,,2024.0,United Kingdom
2336182,CHEMBL4298211,PEGCETACOPLAN,Black Box Warning,infectious disease,,,,,United States
2341011,CHEMBL4303060,MELPHALAN FLUFENAMIDE,Withdrawn,,increased risk of death,PATO:0001422,dead,2024.0,United States
2341159,CHEMBL4303288,ABACAVIR SULFATE,Black Box Warning,hepatotoxicity,,,,,United States
2341159,CHEMBL4303288,ABACAVIR SULFATE,Black Box Warning,metabolic toxicity,,,,,United States
2341159,CHEMBL4303288,ABACAVIR SULFATE,Black Box Warning,immune system toxicity,,,,,United States
58232,CHEMBL43128,PRIMAQUINE PHOSPHATE,Black Box Warning,,,,,,United States
1991,CHEMBL433,VALPROATE SODIUM,Black Box Warning,hepatotoxicity,,,,,United States
1991,CHEMBL433,VALPROATE SODIUM,Black Box Warning,teratogenicity,,,,,United States
1991,CHEMBL433,VALPROATE SODIUM,Black Box Warning,gastrointestinal toxicity,,,,,United States
63100,CHEMBL43452,POMALIDOMIDE,Black Box Warning,vascular toxicity,,,,,United States
63100,CHEMBL43452,POMALIDOMIDE,Black Box Warning,teratogenicity,,,,,United States
2084,CHEMBL436,TOLRESTAT,Withdrawn,hepatotoxicity,Hepatic necrosis,EFO:0004228,drug-induced liver injury,1996.0,Worldwide
2084,CHEMBL436,TOLRESTAT,Withdrawn,hepatotoxicity,Hepatic necrosis,EFO:0011052,hepatotoxicity,1996.0,Worldwide
2084,CHEMBL436,TOLRESTAT,Withdrawn,hepatotoxicity,Hepatic necrosis,HP:0002605,Hepatic necrosis,1996.0,Worldwide
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,nephrotoxicity,"renal complications, rash, fever, blood dyscrasias, and liver damage",HP:0000112,Nephropathy,1970.0,United States; Philippines; Dominican Republic
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,hepatotoxicity,"renal complications, rash, fever, blood dyscrasias, and liver damage",EFO:0004228,drug-induced liver injury,1970.0,United States; Philippines; Dominican Republic
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,dermatological toxicity,"renal complications, rash, fever, blood dyscrasias, and liver damage",EFO:1000697,exanthem,1970.0,United States; Philippines; Dominican Republic
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,,crystalluria,,,1970.0,United States; Philippines; Dominican Republic
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,,serious side effects,EFO:0009658,adverse effect,1970.0,United States; Philippines; Dominican Republic
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,hematological toxicity,"renal complications, rash, fever, blood dyscrasias, and liver damage",EFO:0005803,hematologic disease,1970.0,United States; Philippines; Dominican Republic
2095,CHEMBL437,SULFATHIAZOLE,Withdrawn,hepatotoxicity,"renal complications, rash, fever, blood dyscrasias, and liver damage",EFO:0011052,hepatotoxicity,1970.0,United States; Philippines; Dominican Republic
61682,CHEMBL44354,CEFTAZIDIME,Black Box Warning,,,,,,United States
2265,CHEMBL446,SULFAMETHAZINE,Withdrawn,,benefit/risk ratio for these products is negative,,,1992.0,Germany
67839,CHEMBL44618,CHLOROFORM,Withdrawn,carcinogenicity,Carcinogenicity in rats,EFO:0011046,carcinogenicity,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,hepatotoxicity,Carcinogenic effects of chloroform on animals and possible hepatotoxic and nephrotoxic effects after prolonged use by humans,EFO:0011052,hepatotoxicity,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,carcinogenicity,carcinogenic in mice and rats,EFO:0011046,carcinogenicity,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,,Toxicity,,,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,cardiotoxicity,"Toxic to the liver and the heart, and to be carcinogenic",EFO:1001482,cardiotoxicity,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,nephrotoxicity,Carcinogenic effects of chloroform on animals and possible hepatotoxic and nephrotoxic effects after prolonged use by humans,EFO:0011056,nephrotoxicity,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,hepatotoxicity,Carcinogenic effects of chloroform on animals and possible hepatotoxic and nephrotoxic effects after prolonged use by humans,EFO:0004228,drug-induced liver injury,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
67839,CHEMBL44618,CHLOROFORM,Withdrawn,,Adverse effects and toxicity,EFO:0009658,adverse effect,1976.0,United States; Turkey; Japan; Italy; Canada; Philippines; Ethiopia; Dominican Republic; Nigeria; Ireland; Bangladesh; Oman
68607,CHEMBL44657,ETOPOSIDE,Black Box Warning,hematological toxicity,,,,,United States
68607,CHEMBL44657,ETOPOSIDE,Black Box Warning,nephrotoxicity,,,,,United States
68607,CHEMBL44657,ETOPOSIDE,Black Box Warning,gastrointestinal toxicity,,,,,United States
2327,CHEMBL448,PENTOBARBITAL,Withdrawn,drug misuse,Fatal intoxications and abuse,MONDO:0002491,substance abuse,1980.0,Sweden; Norway
2327,CHEMBL448,PENTOBARBITAL,Withdrawn,drug misuse,Self-Poisonings,EFO:0008546,poisoning,1980.0,Sweden; Norway
2465,CHEMBL452,CLONAZEPAM,Black Box Warning,,,,,,United States
2465,CHEMBL452,CLONAZEPAM,Black Box Warning,misuse,,,,,United States
453046,CHEMBL452231,TENIPOSIDE,Black Box Warning,immune system toxicity,,,,,United States
453046,CHEMBL452231,TENIPOSIDE,Black Box Warning,hematological toxicity,,,,,United States
452239,CHEMBL455186,TREOSULFAN,Black Box Warning,hematological toxicity,,,,,United States
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,cardiotoxicity,potential to induce cardiac arrhythmias (including torsades de pointes) especially when taken concomitantly with other medications,EFO:0004269,cardiac arrhythmia,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,musculoskeletal toxicity,Safety concerns in relation to potential for serious drug interactions.; Reports of life-threatening interactions of the drug: extremely low heart rates and a risk of muscle injury; Following reports of serious adverse effects caused by the interaction with other medicines,EFO:0011055,Musculoskeletal toxicity,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,,Safety concerns in relation to potential for serious drug interactions.; Reports of life-threatening interactions of the drug: extremely low heart rates and a risk of muscle injury; Following reports of serious adverse effects caused by the interaction with other medicines,EFO:0009878,drug interaction,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,musculoskeletal toxicity,reports of life- threatening interactions of the drug: extremely low heart rates and a risk of muscle injury,EFO:0011055,Musculoskeletal toxicity,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,cardiotoxicity,potential to induce cardiac arrhythmias (including torsades de pointes) especially when taken concomitantly with other medications,EFO:0005307,torsades de pointes,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,,potential to induce cardiac arrhythmias (including torsades de pointes) especially when taken concomitantly with other medications,EFO:0009878,drug interaction,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,cardiotoxicity,Safety concerns in relation to potential for serious drug interactions.; Reports of life-threatening interactions of the drug: extremely low heart rates and a risk of muscle injury; Following reports of serious adverse effects caused by the interaction with other medicines,HP:0001662,Bradycardia,1998.0,Worldwide
72035,CHEMBL45816,MIBEFRADIL,Withdrawn,cardiotoxicity,reports of life- threatening interactions of the drug: extremely low heart rates and a risk of muscle injury,HP:0001662,Bradycardia,1998.0,Worldwide
2456099,CHEMBL4585668,BELZUTIFAN,Black Box Warning,cardiotoxicity,,,,,United States
2456099,CHEMBL4585668,BELZUTIFAN,Black Box Warning,teratogenicity,,,,,United States
2464648,CHEMBL4594217,CANAGLIFLOZIN,Black Box Warning,,,,,,United States
2464673,CHEMBL4594242,CALCITONIN,Withdrawn,carcinogenicity,Increased risk of malignancy,EFO:0011046,carcinogenicity,2013.0,Oman
2464732,CHEMBL4594301,REMIMAZOLAM BESYLATE,Black Box Warning,,,,,,United States
2464751,CHEMBL4594320,AVALGLUCOSIDASE ALFA,Black Box Warning,respiratory toxicity,,,,,United States
2464751,CHEMBL4594320,AVALGLUCOSIDASE ALFA,Black Box Warning,vascular toxicity,,,,,United States
2464760,CHEMBL4594329,CIPAGLUCOSIDASE ALFA,Black Box Warning,dermatological toxicity,,,,,United States
2464760,CHEMBL4594329,CIPAGLUCOSIDASE ALFA,Black Box Warning,respiratory toxicity,,,,,United States
2464760,CHEMBL4594329,CIPAGLUCOSIDASE ALFA,Black Box Warning,neurotoxicity,,,,,United States
2464764,CHEMBL4594333,ELIVALDOGENE AUTOTEMCEL,Black Box Warning,dermatological toxicity,,,,,United States
2464776,CHEMBL4594345,PEGULICIANINE ACETATE,Black Box Warning,,,,,,United States
2464813,CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,Black Box Warning,,,,,,United States
2464934,CHEMBL4594503,TALQUETAMAB,Black Box Warning,immune system toxicity,,,,,United States
2464936,CHEMBL4594505,TECLISTAMAB,Black Box Warning,nephrotoxicity,,,,,United States
2464936,CHEMBL4594505,TECLISTAMAB,Black Box Warning,respiratory toxicity,,,,,United States
2464936,CHEMBL4594505,TECLISTAMAB,Black Box Warning,neurotoxicity,,,,,United States
2465049,CHEMBL4594618,BREXUCABTAGENE AUTOLEUCEL,Black Box Warning,,,,,,United States
452538,CHEMBL462547,URETHANE,Withdrawn,carcinogenicity,reported to have both a carcinogenic and mutagenic potential,EFO:0011046,carcinogenicity,1963.0,Germany; Denmark; Brazil; Egypt; Italy; Cuba; United States; Japan
452538,CHEMBL462547,URETHANE,Withdrawn,carcinogenicity,carcinogenic nature,EFO:0011046,carcinogenicity,1963.0,Germany; Denmark; Brazil; Egypt; Italy; Cuba; United States; Japan
4193,CHEMBL464,ETRETINATE,Withdrawn,teratogenicity,Risk for birth defects,EFO:0009880,Teratogenicity,1989.0,France; United States; Brazil
4193,CHEMBL464,ETRETINATE,Withdrawn,musculoskeletal toxicity,"Dangerous side effects, mainly myopathy",EFO:0004145,myopathy,1989.0,France; United States; Brazil
2486529,CHEMBL4650269,LOVOTIBEGLOGENE AUTOTEMCEL,Black Box Warning,,,,,,United States
2486653,CHEMBL4650393,EPCORITAMAB,Black Box Warning,immune system toxicity,,,,,United States
4730,CHEMBL467,HYDROXYUREA,Black Box Warning,carcinogenicity,,,,,United States
4730,CHEMBL467,HYDROXYUREA,Black Box Warning,hematological toxicity,,,,,United States
4730,CHEMBL467,HYDROXYUREA,Black Box Warning,infectious disease,,,,,United States
5028,CHEMBL468,THALIDOMIDE,Black Box Warning,teratogenicity,,,,,United States
5028,CHEMBL468,THALIDOMIDE,Black Box Warning,vascular toxicity,,,,,United States
5028,CHEMBL468,THALIDOMIDE,Withdrawn,teratogenicity,teratogenic effects,EFO:0009880,Teratogenicity,1963.0,Finland
488074,CHEMBL468837,HEPTABARBITAL,Withdrawn,drug misuse,Fatal intoxications and abuse,MONDO:0002491,substance abuse,1984.0,Sweden
5080,CHEMBL469,KETOROLAC,Withdrawn,nephrotoxicity,"severe adverse reactions including renal failure, some of which were fatal.",EFO:1002048,kidney failure,1993.0,Germany; France
5080,CHEMBL469,KETOROLAC,Withdrawn,,high frequency and seriousness of adverse drug reactions,EFO:0009658,adverse effect,1993.0,Germany; France
66028,CHEMBL46917,CARBARIL,Withdrawn,carcinogenicity,Potential risk of carcinogenicity,EFO:0011046,carcinogenicity,1997.0,Oman
5638,CHEMBL473,DOFETILIDE,Black Box Warning,cardiotoxicity,,,,,United States
460092,CHEMBL473417,VISMODEGIB,Black Box Warning,teratogenicity,,,,,United States
5772,CHEMBL476,DACARBAZINE,Black Box Warning,teratogenicity,,,,,United States
5772,CHEMBL476,DACARBAZINE,Black Box Warning,carcinogenicity,,,,,United States
5772,CHEMBL476,DACARBAZINE,Black Box Warning,hepatotoxicity,,,,,United States
5772,CHEMBL476,DACARBAZINE,Black Box Warning,hematological toxicity,,,,,United States
5772,CHEMBL476,DACARBAZINE,Black Box Warning,nephrotoxicity,,,,,United States
5970,CHEMBL479,THIORIDAZINE,Black Box Warning,,,,,,United States
5970,CHEMBL479,THIORIDAZINE,Withdrawn,cardiotoxicity,Cardiac arrythmias,EFO:0004269,cardiac arrhythmia,2005.0,Worldwide
2537490,CHEMBL4802239,MOBOCERTINIB SUCCINATE,Black Box Warning,,,,,,United States
2537490,CHEMBL4802239,MOBOCERTINIB SUCCINATE,Black Box Warning,cardiotoxicity,,,,,United States
2537505,CHEMBL4802254,AFAMITRESGENE AUTOLEUCEL,Black Box Warning,,,,,,United States
2537514,CHEMBL4802263,CILTACABTAGENE AUTOLEUCEL,Black Box Warning,musculoskeletal toxicity,,,,,United States
2537514,CHEMBL4802263,CILTACABTAGENE AUTOLEUCEL,Black Box Warning,hematological toxicity,,,,,United States
2537514,CHEMBL4802263,CILTACABTAGENE AUTOLEUCEL,Black Box Warning,hepatotoxicity,,,,,United States
6167,CHEMBL485,CODEINE,Withdrawn,drug misuse,misuse and abuse,MONDO:0002491,substance abuse,1985.0,Malaysia; Bangladesh
6167,CHEMBL485,CODEINE,Withdrawn,drug misuse,Liability for addiction and misuse,MONDO:0002491,substance abuse,1985.0,Malaysia; Bangladesh
6167,CHEMBL485,CODEINE,Withdrawn,drug misuse,Liability for addiction and misuse,MONDO:0004938,substance dependence,1985.0,Malaysia; Bangladesh
516056,CHEMBL485696,SULFISOMIDINE,Withdrawn,,benefit/risk ratio for these products is negative,,,1992.0,Germany
453831,CHEMBL488093,PYRITINOL,Withdrawn,drug misuse,evidence of insufficient therapeutic value and risk of misuse,MONDO:0002491,substance abuse,1982.0,Bangladesh
453831,CHEMBL488093,PYRITINOL,Withdrawn,drug misuse,evidence of insufficient therapeutic value and risk of misuse,EFO:0020002,lack of efficacy,1982.0,Bangladesh
8130,CHEMBL495,ALPROSTADIL,Black Box Warning,,,,,,United States
8130,CHEMBL495,ALPROSTADIL,Black Box Warning,teratogenicity,,,,,United States
8167,CHEMBL496,HEXACHLOROPHENE,Withdrawn,dermatological toxicity,"teratogenicity, embryotoxicity, neurotoxicity, photosensitizing and allergic potential",EFO:0020984,skin sensitization,1988.0,Union of Soviet Socialist Republics
8167,CHEMBL496,HEXACHLOROPHENE,Withdrawn,teratogenicity,"teratogenicity, embryotoxicity, neurotoxicity, photosensitizing and allergic potential",EFO:0009880,Teratogenicity,1988.0,Union of Soviet Socialist Republics
8167,CHEMBL496,HEXACHLOROPHENE,Withdrawn,dermatological toxicity,"teratogenicity, embryotoxicity, neurotoxicity, photosensitizing and allergic potential",EFO:1000753,phototoxic dermatitis,1988.0,Union of Soviet Socialist Republics
8167,CHEMBL496,HEXACHLOROPHENE,Withdrawn,neurotoxicity,"teratogenicity, embryotoxicity, neurotoxicity, photosensitizing and allergic potential",EFO:0011057,neurotoxicity,1988.0,Union of Soviet Socialist Republics
8167,CHEMBL496,HEXACHLOROPHENE,Withdrawn,immune system toxicity,"teratogenicity, embryotoxicity, neurotoxicity, photosensitizing and allergic potential",EFO:0009482,drug allergy,1988.0,Union of Soviet Socialist Republics
8193,CHEMBL497,CLIOQUINOL,Withdrawn,neurotoxicity,Implication in subacute myelo- optic neuropathy.,EFO:0020919,subacute myelo-opticoneuropathy,1973.0,France; Germany; United Kingdom; Japan; United States; Zimbabwe; Bangladesh; Philippines; Saudi Arabia; Ethiopia; Honduras
8193,CHEMBL497,CLIOQUINOL,Withdrawn,neurotoxicity,Neurotoxicity,EFO:0011057,neurotoxicity,1973.0,France; Germany; United Kingdom; Japan; United States; Zimbabwe; Bangladesh; Philippines; Saudi Arabia; Ethiopia; Honduras
8193,CHEMBL497,CLIOQUINOL,Withdrawn,neurotoxicity,Propensity to cause neurological disorders,EFO:0011057,neurotoxicity,1973.0,France; Germany; United Kingdom; Japan; United States; Zimbabwe; Bangladesh; Philippines; Saudi Arabia; Ethiopia; Honduras
8838,CHEMBL501,AMPHETAMINE SULFATE,Black Box Warning,cardiotoxicity,,,,,United States
8838,CHEMBL501,AMPHETAMINE SULFATE,Black Box Warning,misuse,,,,,United States
8838,CHEMBL501,AMPHETAMINE SULFATE,Black Box Warning,neurotoxicity,,,,,United States
490427,CHEMBL501867,VINCRISTINE SULFATE,Black Box Warning,misuse,,,,,United States
456123,CHEMBL502097,MIPOMERSEN SODIUM,Black Box Warning,,,,,,United States
487855,CHEMBL503565,VINBARBITAL,Withdrawn,drug misuse,Fatal intoxications and abuse,MONDO:0002491,substance abuse,1984.0,Sweden
77129,CHEMBL50588,EMETINE,Withdrawn,,Harmful,,,1982.0,Mauritius
2739482,CHEMBL5095051,VENLAFAXINE BESYLATE,Black Box Warning,,,,,,United States
2739832,CHEMBL5095401,IPTACOPAN HYDROCHLORIDE,Black Box Warning,,,,,,United States
2739871,CHEMBL5095440,OBECABTAGENE AUTOLEUCEL,Black Box Warning,,,,,,United States
446784,CHEMBL511142,BUPRENORPHINE,Black Box Warning,misuse,,,,,United States
446784,CHEMBL511142,BUPRENORPHINE,Black Box Warning,respiratory toxicity,,,,,United States
459679,CHEMBL512351,BETRIXABAN,Black Box Warning,vascular toxicity,,,,,United States
10898,CHEMBL514,LOMUSTINE,Black Box Warning,hematological toxicity,,,,,United States
11002,CHEMBL515,CHLORAMBUCIL,Black Box Warning,carcinogenicity,,,,,United States
11002,CHEMBL515,CHLORAMBUCIL,Black Box Warning,teratogenicity,,,,,United States
11002,CHEMBL515,CHLORAMBUCIL,Black Box Warning,hematological toxicity,,,,,United States
453649,CHEMBL515914,AZARIBINE,Withdrawn,vascular toxicity,Thromboembolism,HP:0001907,Thromboembolism,1976.0,United States; Mauritius; Saudi Arabia
453649,CHEMBL515914,AZARIBINE,Withdrawn,,Adverse effect,EFO:0009658,adverse effect,1976.0,United States; Mauritius; Saudi Arabia
11674,CHEMBL521,IBUPROFEN,Black Box Warning,gastrointestinal toxicity,,,,,United States
11674,CHEMBL521,IBUPROFEN,Black Box Warning,neurotoxicity,,,,,United States
11674,CHEMBL521,IBUPROFEN,Black Box Warning,cardiotoxicity,,,,,United States
11674,CHEMBL521,IBUPROFEN,Black Box Warning,vascular toxicity,,,,,United States
461225,CHEMBL521606,NADOLOL,Black Box Warning,cardiotoxicity,,,,,United States
478003,CHEMBL522038,XIMELAGATRAN,Withdrawn,hepatotoxicity,severe liver injury during longer-term (more than 11 days) treatment,EFO:0004228,drug-induced liver injury,2006.0,Worldwide
478003,CHEMBL522038,XIMELAGATRAN,Withdrawn,hepatotoxicity,severe liver injury during longer-term (more than 11 days) treatment,EFO:0011052,hepatotoxicity,2006.0,Worldwide
478003,CHEMBL522038,XIMELAGATRAN,Withdrawn,hepatotoxicity,serious liver injury,EFO:0011052,hepatotoxicity,2006.0,Worldwide
478003,CHEMBL522038,XIMELAGATRAN,Withdrawn,hepatotoxicity,serious liver injury,EFO:0004228,drug-induced liver injury,2006.0,Worldwide
500007,CHEMBL525610,TERIPARATIDE,Black Box Warning,carcinogenicity,,,,,United States
11968,CHEMBL527,PIROXICAM,Black Box Warning,cardiotoxicity,,,,,United States
11968,CHEMBL527,PIROXICAM,Black Box Warning,neurotoxicity,,,,,United States
11968,CHEMBL527,PIROXICAM,Black Box Warning,gastrointestinal toxicity,,,,,United States
447955,CHEMBL529437,COCAINE HYDROCHLORIDE,Black Box Warning,misuse,,,,,United States
447955,CHEMBL529437,COCAINE HYDROCHLORIDE,Black Box Warning,psychiatric toxicity,,,,,United States
12494,CHEMBL531,PERGOLIDE,Withdrawn,cardiotoxicity,Valvulopathy,EFO:0009551,heart valve disease,2007.0,United States; Canada
2832006,CHEMBL5314355,POLYMYXIN B SULFATE,Black Box Warning,neurotoxicity,,,,,United States
2832006,CHEMBL5314355,POLYMYXIN B SULFATE,Black Box Warning,,,,,,United States
2832013,CHEMBL5314362,ENTECAVIR,Black Box Warning,metabolic toxicity,,,,,United States
2832013,CHEMBL5314362,ENTECAVIR,Black Box Warning,hepatotoxicity,,,,,United States
2832013,CHEMBL5314362,ENTECAVIR,Black Box Warning,immune system toxicity,,,,,United States
2832026,CHEMBL5314375,CIDOFOVIR,Black Box Warning,hematological toxicity,,,,,United States
2832026,CHEMBL5314375,CIDOFOVIR,Black Box Warning,teratogenicity,,,,,United States
2832026,CHEMBL5314375,CIDOFOVIR,Black Box Warning,carcinogenicity,,,,,United States
2832026,CHEMBL5314375,CIDOFOVIR,Black Box Warning,nephrotoxicity,,,,,United States
2832030,CHEMBL5314379,VOCLOSPORIN,Black Box Warning,infectious disease,,,,,United States
2832030,CHEMBL5314379,VOCLOSPORIN,Black Box Warning,carcinogenicity,,,,,United States
2832300,CHEMBL5314649,RITLECITINIB TOSYLATE,Black Box Warning,vascular toxicity,,,,,United States
2832300,CHEMBL5314649,RITLECITINIB TOSYLATE,Black Box Warning,infectious disease,,,,,United States
2832300,CHEMBL5314649,RITLECITINIB TOSYLATE,Black Box Warning,cardiotoxicity,,,,,United States
2832300,CHEMBL5314649,RITLECITINIB TOSYLATE,Black Box Warning,carcinogenicity,,,,,United States
2832699,CHEMBL5315048,ZILUCOPLAN SODIUM,Black Box Warning,,,,,,United States
2832770,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,Black Box Warning,vascular toxicity,,,,,United States
2832770,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,Black Box Warning,carcinogenicity,,,,,United States
2832776,CHEMBL5315125,DUVELISIB MONOHYDRATE,Black Box Warning,gastrointestinal toxicity,,,,,United States
2832776,CHEMBL5315125,DUVELISIB MONOHYDRATE,Black Box Warning,neurotoxicity,,,,,United States
2832776,CHEMBL5315125,DUVELISIB MONOHYDRATE,Black Box Warning,respiratory toxicity,,,,,United States
2832776,CHEMBL5315125,DUVELISIB MONOHYDRATE,Black Box Warning,infectious disease,,,,,United States
78364,CHEMBL53292,ISOXICAM,Withdrawn,dermatological toxicity,Stevens Johnson Syndrome; Toxic Epidermal Necrolysis,EFO:0004775,toxic epidermal necrolysis,1983.0,Worldwide
