drug_internal_id,drug_id,drug_name,mechanism_id,mechanism_of_action,action_type,target_internal_id,target_id,target_name,direct_interaction,molecular_mechanism,disease_efficacy,mechanism_comment,selectivity_comment
2197391,CHEMBL3989520,HISTAMINE PHOSPHATE,154,Histamine H1 receptor agonist,AGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,Positive control for allegy test,
2197392,CHEMBL3989521,ISOPROTERENOL SULFATE,1123,Adrenergic receptor beta agonist,AGONIST,104700.0,CHEMBL2094118,Adrenergic receptor beta,1,1,1,,
2197400,CHEMBL3989529,ETHANOLAMINE OLEATE,1808,Calcium chelating agent,CHELATING AGENT,106009.0,CHEMBL2364030,Calcium,1,1,1,,
2197422,CHEMBL3989551,LINCOMYCIN HYDROCHLORIDE,2066,70S ribosome inhibitor,INHIBITOR,105832.0,CHEMBL2363853,70S ribosome,1,1,1,"Indicated for Staphylococcus aureus, Streptococcus pneumoniae",
2197426,CHEMBL3989555,MECLIZINE HYDROCHLORIDE,153,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
2197427,CHEMBL3989556,REMOXIPRIDE HYDROCHLORIDE,6295,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,"Remoxipride binds specifically to the D2 receptor and has little affinity for other central receptors e.g. adrenergic, muscarinic and 5-HT receptors. Therefore, the incidence of adverse effects is less than with other antipsychotics. Dopamine binding to the D2 receptor inhibits the prolactin release from the pituitary into plasma, and therefore, D2 antagonism induces its release.",
2197430,CHEMBL3989559,PANTOPRAZOLE SODIUM,1084,Potassium-transporting ATPase inhibitor,INHIBITOR,104758.0,CHEMBL2095173,Potassium-transporting ATPase,1,1,1,,
2197433,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,1170,Adrenergic receptor alpha-1 antagonist,ANTAGONIST,104723.0,CHEMBL2094251,Adrenergic receptor alpha-1,1,1,1,,
2197435,CHEMBL3989564,TOBRAMYCIN SULFATE,2072,70S ribosome inhibitor,INHIBITOR,106001.0,CHEMBL2364022,70S ribosome,1,1,1,,
2197437,CHEMBL3989566,METOPROLOL FUMARATE,324,Beta-1 adrenergic receptor antagonist,ANTAGONIST,50.0,CHEMBL213,Beta-1 adrenergic receptor,1,1,1,,
2197438,CHEMBL3989567,OXACILLIN SODIUM,1736,Penicillin-binding protein inhibitor,INHIBITOR,105685.0,CHEMBL2362972,Penicillin-binding protein,1,1,1,,
2197439,CHEMBL3989568,OXYTETRACYCLINE CALCIUM,1754,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
2197440,CHEMBL3989569,IBANDRONATE SODIUM,1050,Farnesyl diphosphate synthase inhibitor,INHIBITOR,71.0,CHEMBL1782,Farnesyl pyrophosphate synthase,1,1,1,"Binds to the bone matrix (hydroxyapatite), and when the bone starts to be reabsorbed the compound is released and taken up by osteoclasts, inhibiting protein prenylation of the GTPases involved in the formation of the ruffled border",
2197442,CHEMBL3989571,SPECTINOMYCIN HYDROCHLORIDE,1784,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
2197547,CHEMBL3989676,OXYPHENBUTAZONE,1184,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
2197548,CHEMBL3989677,HYDROCODONE BITARTRATE,1099,Opioid receptors; mu/kappa/delta agonist,AGONIST,104765.0,CHEMBL2095181,Opioid receptors; mu/kappa/delta,1,1,1,,
2197549,CHEMBL3989678,PIPERAZINE CITRATE,1395,Nematode GABA-A receptor positive modulator,POSITIVE MODULATOR,106176.0,CHEMBL2364676,Nematode GABA-A receptor,1,1,1,,
2197562,CHEMBL3989691,ELTROMBOPAG OLAMINE,306,Thrombopoietin receptor agonist,AGONIST,265.0,CHEMBL1864,Thrombopoietin receptor,1,1,1,,
2197564,CHEMBL3989693,LEVALBUTEROL TARTRATE,1348,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,,
2197565,CHEMBL3989694,OLANZAPINE PAMOATE,595,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
2197565,CHEMBL3989694,OLANZAPINE PAMOATE,621,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
2197565,CHEMBL3989694,OLANZAPINE PAMOATE,2008,D2-like dopamine receptor antagonist,ANTAGONIST,105671.0,CHEMBL2331075,D2-like dopamine receptor,1,1,1,,
2197566,CHEMBL3989695,REGADENOSON,668,Adenosine A2a receptor agonist,AGONIST,252.0,CHEMBL251,Adenosine receptor A2a,1,1,1,,
2197569,CHEMBL3989698,TRANYLCYPROMINE SULFATE,1244,Monoamine oxidase inhibitor,INHIBITOR,104789.0,CHEMBL2095205,Monoamine oxidase,1,1,1,,
2197586,CHEMBL3989715,MUPIROCIN CALCIUM,563,Isoleucyl-tRNA synthetase inhibitor,INHIBITOR,139.0,CHEMBL1982,Isoleucine--tRNA ligase,1,1,1,,
2197586,CHEMBL3989715,MUPIROCIN CALCIUM,1670,Isoleucyl-tRNA synthetase inhibitor,INHIBITOR,106171.0,CHEMBL2364671,Isoleucine--tRNA ligase,1,1,1,,
2197587,CHEMBL3989716,PROPOXYPHENE NAPSYLATE,715,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
2197595,CHEMBL3989724,FLURAZEPAM HYDROCHLORIDE,1626,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,,
2197611,CHEMBL3989740,DOXYCYCLINE HYCLATE,968,Matrix metalloproteinase 7 inhibitor,INHIBITOR,12738.0,CHEMBL4073,Matrilysin,1,1,1,"It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation",
2197611,CHEMBL3989740,DOXYCYCLINE HYCLATE,980,Matrix metalloproteinase 8 inhibitor,INHIBITOR,11110.0,CHEMBL4588,Neutrophil collagenase,1,1,1,"It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation",
2197611,CHEMBL3989740,DOXYCYCLINE HYCLATE,983,Matrix metalloproteinase 13 inhibitor,INHIBITOR,11024.0,CHEMBL280,Collagenase 3,1,1,1,"It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation",
2197611,CHEMBL3989740,DOXYCYCLINE HYCLATE,988,Matrix metalloproteinase-1 inhibitor,INHIBITOR,13000.0,CHEMBL332,Interstitial collagenase,1,1,1,"It is an antibiotic, however, its primary action, due to the concentration reached in the human body is via metalloproteinases inhibition, which is beneficial in many pathological conditions in which MMP-mediated proteolysis of the extracellular matrix (ECM) contributes to the pathogenesis, such as heart remodeling, tumor invasion, and inflammation",
2197611,CHEMBL3989740,DOXYCYCLINE HYCLATE,7259,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
2197622,CHEMBL3989751,NEOMYCIN,8922,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
2197625,CHEMBL3989754,FLURBIPROFEN SODIUM,1186,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,,
2197637,CHEMBL3989766,ORITAVANCIN DIPHOSPHATE,2280,Peptidoglycan inhibitor,INHIBITOR,107948.0,CHEMBL3041361,Peptidoglycan,1,1,1,,
2197638,CHEMBL3989767,CALCITONIN SALMON,217,Calcitonin receptor agonist,AGONIST,119.0,CHEMBL1832,Calcitonin receptor,1,1,1,,
2197639,CHEMBL3989768,LEVORPHANOL TARTRATE,720,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
2197640,CHEMBL3989769,NEOMYCIN SULFATE,1785,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
2197648,CHEMBL3989777,TRIENTINE HYDROCHLORIDE,1560,Copper chelating agent,CHELATING AGENT,105752.0,CHEMBL2363057,Copper,1,1,1,,
2197669,CHEMBL3989798,FORMOTEROL FUMARATE,1349,Beta-2 adrenergic receptor agonist,AGONIST,43.0,CHEMBL210,Beta-2 adrenergic receptor,1,1,1,Long acting,
2197674,CHEMBL3989803,DIPYRONE,6238,Cyclooxygenase inhibitor,INHIBITOR,104725.0,CHEMBL2094253,Cyclooxygenase,1,1,1,"The pharmacologically active dipyrone metabolite, 4-methylamino-antipyrine (MAA), targets the initiation of the catalytic reaction of both COX isoforms by reducing the higher oxidation states of COX or sequestering activating peroxides. It does not compete with arachidonic acid for the catalytic site of COX. Instead it binds to the Fe3+ in the haem. In the next step, the Fe3+ is reduced and an MAA radical is formed.",
2197691,CHEMBL3989820,ZOLPIDEM TARTRATE,1632,GABA A receptor alpha-1/beta-1/gamma-2 positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,105087.0,CHEMBL2111392,GABA A receptor alpha-1/beta-1/gamma-2,1,1,1,,
2197692,CHEMBL3989821,TUBOCURARINE CHLORIDE,1539,Muscle-type nicotinic acetylcholine receptor antagonist,ANTAGONIST,105709.0,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,1,1,1,,
2197694,CHEMBL3989823,VIOMYCIN SULFATE,2069,70S ribosome inhibitor,INHIBITOR,105944.0,CHEMBL2363965,70S ribosome,1,1,1,,
2197695,CHEMBL3989824,THIOTHIXENE HYDROCHLORIDE,213,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,,
2197695,CHEMBL3989824,THIOTHIXENE HYDROCHLORIDE,609,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
2197697,CHEMBL3989826,OXYCODONE TEREPHTHALATE,705,Mu opioid receptor agonist,AGONIST,129.0,CHEMBL233,Mu-type opioid receptor,1,1,1,,
2197700,CHEMBL3989829,NETILMICIN SULFATE,1772,Bacterial 70S ribosome inhibitor,INHIBITOR,105830.0,CHEMBL2363135,Bacterial 70S ribosome,1,1,1,,
2197701,CHEMBL3989830,SIBUTRAMINE HYDROCHLORIDE,1569,Monoamine transporter inhibitor,INHIBITOR,105759.0,CHEMBL2363064,Monoamine transporter,1,1,1,,
2197704,CHEMBL3989833,ZIPRASIDONE MESYLATE,613,Serotonin 2a (5-HT2a) receptor antagonist,ANTAGONIST,107.0,CHEMBL224,5-hydroxytryptamine receptor 2A,1,1,1,,
2197704,CHEMBL3989833,ZIPRASIDONE MESYLATE,630,Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,108.0,CHEMBL225,5-hydroxytryptamine receptor 2C,1,1,1,,
2197704,CHEMBL3989833,ZIPRASIDONE MESYLATE,2030,Dopamine D2 receptor antagonist,ANTAGONIST,72.0,CHEMBL217,D(2) dopamine receptor,1,1,1,,
2197715,CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,696,Dopamine transporter releasing agent,RELEASING AGENT,155.0,CHEMBL238,Sodium-dependent dopamine transporter,1,1,1,,
2197715,CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,894,Norepinephrine transporter releasing agent,RELEASING AGENT,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
2197715,CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,1482,Synaptic vesicular amine transporter inhibitor,INHIBITOR,162.0,CHEMBL1893,Synaptic vesicular amine transporter,1,1,1,,
2197716,CHEMBL3989845,IMIPRAMINE PAMOATE,411,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,,
2197716,CHEMBL3989845,IMIPRAMINE PAMOATE,898,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
2197721,CHEMBL3989850,ECAMSULE,8991,Sunscreen,,,,,1,1,1,,
2197726,CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,903,Norepinephrine transporter releasing agent,RELEASING AGENT,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
2197730,CHEMBL3989859,TOCOPHEROL ACETATE,7677,Supplement,,,,,1,1,1,Parenteral nutrition supplement.,
2197732,CHEMBL3989861,DESVENLAFAXINE FUMARATE,2249,Serotonin transporter inhibitor,INHIBITOR,121.0,CHEMBL228,Sodium-dependent serotonin transporter,1,1,1,,
2197732,CHEMBL3989861,DESVENLAFAXINE FUMARATE,2250,Norepinephrine transporter inhibitor,INHIBITOR,100.0,CHEMBL222,Sodium-dependent noradrenaline transporter,1,1,1,,
2197737,CHEMBL3989866,BICTEGRAVIR,6927,Human immunodeficiency virus type 1 integrase inhibitor,INHIBITOR,12456.0,CHEMBL3471,Human immunodeficiency virus type 1 integrase,1,1,1,HIV-1 integrase strand transfer inhibitor,
2197738,CHEMBL3989867,BICTEGRAVIR SODIUM,7385,Human immunodeficiency virus type 1 integrase inhibitor,INHIBITOR,12456.0,CHEMBL3471,Human immunodeficiency virus type 1 integrase,1,1,1,Inhibition of the integrase prevents viral integration into the host DNA which is required for propagation.,Active against a range of clinical HIV-1 isolates across different groups and subgroups. Also displayed activity against an HIV-2 strain included in the assay (EC50 1.1nM).
2197739,CHEMBL3989868,TUCATINIB,4298,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,188.0,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,1,1,1,,
2197740,CHEMBL3989869,UMBRALISIB TOSYLATE,4404,PI3-kinase p110-delta subunit inhibitor,INHIBITOR,11177.0,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",1,1,1,,
2197740,CHEMBL3989869,UMBRALISIB TOSYLATE,9122,Casein kinase I epsilon inhibitor,INHIBITOR,10967.0,CHEMBL4937,Casein kinase I isoform epsilon,1,1,1,,
2197740,CHEMBL3989869,UMBRALISIB TOSYLATE,9123,Tyrosine-protein kinase ABL inhibitor,INHIBITOR,8.0,CHEMBL1862,Tyrosine-protein kinase ABL1,1,1,1,,
2197742,CHEMBL3989871,AVACOPAN,4951,C5a anaphylatoxin chemotactic receptor antagonist,ANTAGONIST,12679.0,CHEMBL2373,C5a anaphylatoxin chemotactic receptor 1,1,1,1,,
2197756,CHEMBL3989885,TRIMEPRAZINE TARTRATE,132,Histamine H1 receptor antagonist,ANTAGONIST,127.0,CHEMBL231,Histamine H1 receptor,1,1,1,,
2197758,CHEMBL3989887,TACROLIMUS,386,FK506-binding protein 1A inhibitor,INHIBITOR,80.0,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,1,1,1,,
2197780,CHEMBL3989909,LENIOLISIB PHOSPHATE,9613,PI3-kinase p110-delta subunit inhibitor,INHIBITOR,11177.0,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",1,1,1,,
2197786,CHEMBL3989915,DIFELIKEFALIN,7848,Kappa opioid receptor agonist,AGONIST,137.0,CHEMBL237,Kappa-type opioid receptor,1,1,1,,
2197790,CHEMBL3989919,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,7359,Neurokinin 1 receptor antagonist,ANTAGONIST,250.0,CHEMBL249,Substance-P receptor,1,1,1,"Inhibits substance P mediated activation of NK1 receptors, activation is linked to delayed emesis.",
2197791,CHEMBL3989920,PITAVASTATIN SODIUM,6915,HMG-CoA reductase inhibitor,INHIBITOR,24.0,CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,1,1,1,,
2197792,CHEMBL3989921,NERATINIB MALEATE,7421,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,188.0,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,1,1,1,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor.,
2197792,CHEMBL3989921,NERATINIB MALEATE,7422,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,9.0,CHEMBL203,Epidermal growth factor receptor,1,1,1,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor.,
2197792,CHEMBL3989921,NERATINIB MALEATE,7423,Receptor protein-tyrosine kinase erbB-4 inhibitor,INHIBITOR,12699.0,CHEMBL3009,Receptor tyrosine-protein kinase erbB-4,1,1,1,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor.,
2197793,CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,7424,Poly [ADP-ribose] polymerase 2 inhibitor,INHIBITOR,100933.0,CHEMBL5366,Poly [ADP-ribose] polymerase 2,1,1,1,,IC(50) inhibition PARP2 (2.1 nM)
2197793,CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,7425,Poly [ADP-ribose] polymerase-1 inhibitor,INHIBITOR,11663.0,CHEMBL3105,Poly [ADP-ribose] polymerase 1,1,1,1,,IC(50) inhibition PARP1 (3.8 nM) 
2197794,CHEMBL3989923,PITAVASTATIN MAGNESIUM,6914,HMG-CoA reductase inhibitor,INHIBITOR,24.0,CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,1,1,1,,
2197799,CHEMBL3989928,REZAFUNGIN ACETATE,9616,Candida inhibitor,INHIBITOR,50441.0,CHEMBL612867,Candida,1,1,1,,
2197802,CHEMBL3989931,ENASIDENIB MESYLATE,6907,"Isocitrate dehydrogenase [NADP], mitochondrial inhibitor",INHIBITOR,117303.0,CHEMBL3991501,"Isocitrate dehydrogenase [NADP], mitochondrial",1,1,1,,
2197802,CHEMBL3989931,ENASIDENIB MESYLATE,8647,"Isocitrate dehydrogenase [NADP], mitochondrial inhibitor",INHIBITOR,117303.0,CHEMBL3991501,"Isocitrate dehydrogenase [NADP], mitochondrial",1,1,1,,
2197803,CHEMBL3989932,ANGIOTENSIN II ACETATE,6921,Type-1 angiotensin II receptor agonist,AGONIST,115.0,CHEMBL227,Type-1 angiotensin II receptor,1,1,1,,
2197804,CHEMBL3989933,ETRASIMOD ARGININE,9652,Sphingosine 1-phosphate receptor Edg-6 modulator,MODULATOR,10809.0,CHEMBL3230,Sphingosine 1-phosphate receptor 4,1,1,1,,
2197804,CHEMBL3989933,ETRASIMOD ARGININE,9662,Sphingosine 1-phosphate receptor Edg-1 modulator,MODULATOR,11631.0,CHEMBL4333,Sphingosine 1-phosphate receptor 1,1,1,1,,
2197804,CHEMBL3989933,ETRASIMOD ARGININE,9665,Sphingosine 1-phosphate receptor Edg-8 modulator,MODULATOR,12023.0,CHEMBL2274,Sphingosine 1-phosphate receptor 5,1,1,1,,
2197808,CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,7763,Hepatocyte growth factor receptor inhibitor,INHIBITOR,11451.0,CHEMBL3717,Hepatocyte growth factor receptor,1,1,1,Certain mutations in MET can lead to exon 14 skipping and reduced negative regulation of the MET kinase. Capmatinib exhibits anticancer activity in MET-driven cancer cell lines by inhibiting downstream MET signalling.,Active against MET and MET mutants that cause exon 14 skipping. Indicated for metastatic tumors with a confirmed MET mutation that can lead to exon 14 skipping.
2197810,CHEMBL3989939,LAROTRECTINIB SULFATE,7386,Neurotrophic tyrosine kinase receptor inhibitor,INHIBITOR,109739.0,CHEMBL3559684,Neurotrophic tyrosine kinase receptor,1,1,1,"Fusions between the neurotrophic kinase receptor (NTKR) genes can result in their constitutive activation which promotes tumor growth, larotrectinib inhibits these targets. ","Lower level affinity for TNK2. Limited activity against TRKA resistance variants with point mutation G595R or against TRKC with point mutations G623R, G696A or F617L."
2197815,CHEMBL3989944,DIROXIMEL FUMARATE,7642,Kelch-like ECH-associated protein 1 inhibitor,INHIBITOR,104593.0,CHEMBL2069156,Kelch-like ECH-associated protein 1,1,1,1,"Not fully elucidated. Activates the Nrf2 pathway involved in cellular response to oxidative stress, potentially through S-alkylation of the Nrf2 inhibitor Keap1",MMF is also a nicotinic acid receptor agonist in vitro.
2197820,CHEMBL3989949,CENOBAMATE,7441,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,104688.0,CHEMBL2093872,GABA-A receptor; anion channel,1,1,1,The precise mechanism in seizures is unknown. ,
2197820,CHEMBL3989949,CENOBAMATE,7442,Sodium channel alpha subunit inhibitor,INHIBITOR,105639.0,CHEMBL2331043,Sodium channel alpha subunit,1,1,1,"The precise mechanism in seizures is unknown. 
Reduces neuronal firing associated with sodium currents and increases the activity of the GABA-A channels. 
It appears to inhibit the non-inactivated, persistent (repetitive) component of sodium currents that may be associated with epilepsy.  ",
2197829,CHEMBL3989958,IVOSIDENIB,7352,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,INHIBITOR,104483.0,CHEMBL2007625,Isocitrate dehydrogenase [NADP] cytoplasmic,1,1,1,Inhibits isocitrate dehydrogenase 1 resulting in decreased 2-hydroxyglutarate levels and induced myloid differentiation.,Active against Isocitrate dehydrogenase 1 and certain mutations that increase 2-hydroxyglutarate levels (most commonly R132 mutant forms). 
2197831,CHEMBL3989960,SELADELPAR LYSINE,9933,Peroxisome proliferator-activated receptor delta agonist,AGONIST,12227.0,CHEMBL3979,Peroxisome proliferator-activated receptor delta,1,1,1,,
2197833,CHEMBL3989962,PEMETREXED TROMETHAMINE,9594,Dihydrofolate reductase inhibitor,INHIBITOR,6.0,CHEMBL202,Dihydrofolate reductase,1,1,1,,
2197833,CHEMBL3989962,PEMETREXED TROMETHAMINE,9595,GAR transformylase inhibitor,INHIBITOR,12291.0,CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,1,1,1,,
2197833,CHEMBL3989962,PEMETREXED TROMETHAMINE,9597,Thymidylate synthase inhibitor,INHIBITOR,10792.0,CHEMBL2555,Thymidylate synthase,1,1,1,,
2197844,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,7389,Macrophage colony stimulating factor receptor inhibitor,INHIBITOR,12840.0,CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,1,1,1,Overexpression of the CSF1R ligand promotes tumor cell proliferation which is inhibited by pexidartinib in CSF1R-dependent tumors. Pexidartinib inhibited a CSF1R dependent cell line in vivo.,
2197844,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,7426,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR,12670.0,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,1,1,1,,
2197844,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,7427,Stem cell growth factor receptor inhibitor,INHIBITOR,238.0,CHEMBL1936,Mast/stem cell growth factor receptor Kit,1,1,1,,
2197845,CHEMBL3989974,CEFIDEROCOL,7450,Bacterial penicillin-binding protein inhibitor,INHIBITOR,105683.0,CHEMBL2354204,Bacterial penicillin-binding protein,1,1,1,"Antibacterial.
Cefiderocol is a siderophore conjugated to a cephalosporin.
Cephalosporins bind to penicillin binding proteins disrupting bacterial cell wall biosynthesis. Siderophores (ferric iron binding compound) are taken up into bacterial cells both passively and also through dedicated siderophore import mechanisms. 
Conjugation of the active compound to a siderophore facilitates uptake.","Active against Gram-negative bacteria. No relevant activity against Gram-positives and anaerobes. 
Indicated for Escherichia coli, Klebsiella pneumoniae, Proteus mirabilis, Pseudomonas aeruginosa, and Enterobacter cloacae complex.

Also active against (but not necessarily indicated for) certain S. maltophilia, meropenem­resistant Enterobacteriaceae, P. aeruginosa, and A. baumannii isolates. This includes some meropenem, ciprofloxacin, and amikacin-resistant isolates including some isolates with genetically confirmed resistance genes. 
Also displays in vitro against the following bacteria but the clinical relevance is unknown - Acinetobacter baumannii, Citrobacter freundii complex, Citrobacter koseri, Klebsiella aerogenes, Klebsiella oxytoca, Morganella morganii, Proteus vulgaris, Providencia rettgeri, Serratia marcescens, Stenotrophomonas maltophilia."
2197848,CHEMBL3989977,EMAPALUMAB,7400,Interferon gamma inhibitor,INHIBITOR,108375.0,CHEMBL3286073,Interferon gamma,1,1,1,IFNgamma is neutralised by emapalumab reducing the concentration of CXCL9 chemokine (induced by IFNgamma).,
2197857,CHEMBL3989986,RAVULIZUMAB,7364,Complement C5 inhibitor,INHIBITOR,106142.0,CHEMBL2364163,Complement C5,1,1,1,Prevents cleavage of complement protein C5 into the C5a proinflammatory anaphylatoxin and the C5b subunit of the terminal complement complex C5b-9 ultimately preventing hemolysis.,High affinity for the complement protein C5.
2197860,CHEMBL3989989,AXICABTAGENE CILOLEUCEL,7468,B-lymphocyte antigen CD19 binding agent,BINDING AGENT,109546.0,CHEMBL3390821,B-lymphocyte antigen CD19,1,1,1,T cell immunotherapy. A patients T cells are extracted and modified with a vector that encodes an anti-CD19 chimeric antigen receptor (CAR) to bind and eliminate CD19-expressing cancer cells and normal B cell. The CAR is fused to domains that enhance T-cell activity.,
2197879,CHEMBL3990008,TABELECLEUCEL,9628,The T-cell receptor recognises an EBV peptide in complex with a specific HLA molecule on the surface of target cells to exert cytotoxic activity,,,,,1,1,1,,
2197885,CHEMBL3990014,MIRIKIZUMAB,7872,Interleukin-23 inhibitor,INHIBITOR,106133.0,CHEMBL2364154,Interleukin-23,1,1,1,,
2197897,CHEMBL3990026,ELAPEGADEMASE,7369,2'-deoxyadenosine hydrolytic enzyme,HYDROLYTIC ENZYME,106156.0,CHEMBL2364177,2'-deoxyadenosine,1,1,1,Complements a deficiency of adenosine deaminase.,
2197897,CHEMBL3990026,ELAPEGADEMASE,7402,Adenosine hydrolytic enzyme,HYDROLYTIC ENZYME,106157.0,CHEMBL2364178,Adenosine,1,1,1,Complements a deficiency of adenosine deaminase.,
2197900,CHEMBL3990029,RISANKIZUMAB,7381,Interleukin-23 inhibitor,INHIBITOR,106133.0,CHEMBL2364154,Interleukin-23,1,1,1,Selectively binds the p19 subunit of human interleukin-23 inhibiting it's interaction with the receptor and the subsequent release of pro-inflammatory cytokines and chemokines.,Selective for human interleukin-23.
2197905,CHEMBL3990034,FIDANACOGENE ELAPARVOVEC,9074,Coagulation factor IX exogenous gene,EXOGENOUS GENE,193.0,CHEMBL2016,Coagulation factor IX,1,1,1,"Gene therapy, factor IX replacement",
2197910,CHEMBL3990039,MARSTACIMAB,8003,Tissue factor pathway inhibitor inhibitor,INHIBITOR,115023.0,CHEMBL3713062,Tissue factor pathway inhibitor,1,1,1,,
2197915,CHEMBL3990044,RELATLIMAB,7971,Lymphocyte activation gene 3 protein inhibitor,INHIBITOR,119974.0,CHEMBL4630881,Lymphocyte activation gene 3 protein,1,1,1,,
2197918,CHEMBL3990047,OZENOXACIN,6925,DNA gyrase inhibitor,INHIBITOR,117304.0,CHEMBL3991502,DNA gyrase,1,1,1,,
2197918,CHEMBL3990047,OZENOXACIN,7255,Topoisomerase IV inhibitor,INHIBITOR,107934.0,CHEMBL3038508,Topoisomerase IV,1,1,1,,
2197918,CHEMBL3990047,OZENOXACIN,7256,DNA gyrase inhibitor,INHIBITOR,107908.0,CHEMBL3038482,DNA gyrase,1,1,1,,
